lgu_idx,lgu_name,province,region,match_type,matched_to,psgc_muni_code,similarity
1392,Lala,Lanao Del Norte,Region X,exact,Lala,1003509000.0,1.0
1393,Linamon,Lanao Del Norte,Region X,exact,Linamon,1003510000.0,1.0
1394,Magsaysay,Lanao Del Norte,Region X,exact,Magsaysay,1003511000.0,1.0
1395,Maigo,Lanao Del Norte,Region X,exact,Maigo,1003512000.0,1.0
1396,Matungao,Lanao Del Norte,Region X,exact,Matungao,1003513000.0,1.0
1397,Munai,Lanao Del Norte,Region X,exact,Munai,1003514000.0,1.0
1398,Nunungan,Lanao Del Norte,Region X,exact,Nunungan,1003515000.0,1.0
1399,Pantao Ragat,Lanao Del Norte,Region X,exact,Pantao Ragat,1003516000.0,1.0
1400,Pantar,Lanao Del Norte,Region X,exact,Pantar,1003523000.0,1.0
1401,Poona Piagapo,Lanao Del Norte,Region X,exact,Poona Piagapo,1003517000.0,1.0
1402,Salvador,Lanao Del Norte,Region X,exact,Salvador,1003518000.0,1.0
1403,Sapad,Lanao Del Norte,Region X,exact,Sapad,1003519000.0,1.0
1404,Sultan Naga Dimaporo,Lanao Del Norte,Region X,exact,Sultan Naga Dimaporo,1003506000.0,1.0
1405,Tagoloan,Lanao Del Norte,Region X,exact,Tagoloan,1003520000.0,1.0
1406,Tangcal,Lanao Del Norte,Region X,exact,Tangcal,1003521000.0,1.0
1407,Tubod,Lanao Del Norte,Region X,exact,Tubod ,1003522000.0,1.0
1408,Aloran,Misamis Occidental,Region X,exact,Aloran,1004201000.0,1.0
1409,Baliangao,Misamis Occidental,Region X,exact,Baliangao,1004202000.0,1.0
1410,Bonifacio,Misamis Occidental,Region X,exact,Bonifacio,1004203000.0,1.0
1411,Calamba,Misamis Occidental,Region X,exact,Calamba,1004204000.0,1.0
1412,Clarin,Misamis Occidental,Region X,exact,Clarin,1004205000.0,1.0
1413,Concepcion,Misamis Occidental,Region X,exact,Concepcion,1004206000.0,1.0
1414,Don Victoriano Chiongbian,Misamis Occidental,Region X,exact,Don Victoriano Chiongbian,1004217000.0,1.0
1415,Jimenez,Misamis Occidental,Region X,exact,Jimenez,1004207000.0,1.0
1416,Lopez Jaena,Misamis Occidental,Region X,exact,Lopez Jaena,1004208000.0,1.0
1417,Panaon,Misamis Occidental,Region X,exact,Panaon,1004211000.0,1.0
1418,Plaridel,Misamis Occidental,Region X,exact,Plaridel,1004212000.0,1.0
1419,Sapang Dalaga,Misamis Occidental,Region X,exact,Sapang Dalaga,1004213000.0,1.0
1420,Sinacaban,Misamis Occidental,Region X,exact,Sinacaban,1004214000.0,1.0
1421,Tudela,Misamis Occidental,Region X,exact,Tudela,1004216000.0,1.0
1422,Alubijid,Misamis Oriental,Region X,exact,Alubijid,1004301000.0,1.0
1423,Balingasag,Misamis Oriental,Region X,exact,Balingasag,1004302000.0,1.0
1424,Balingoan,Misamis Oriental,Region X,exact,Balingoan,1004303000.0,1.0
1425,Binuangan,Misamis Oriental,Region X,exact,Binuangan,1004304000.0,1.0
1426,Claveria,Misamis Oriental,Region X,exact,Claveria,1004306000.0,1.0
1427,Gitagum,Misamis Oriental,Region X,exact,Gitagum,1004309000.0,1.0
1428,Initao,Misamis Oriental,Region X,exact,Initao,1004310000.0,1.0
1429,Jasaan,Misamis Oriental,Region X,exact,Jasaan,1004311000.0,1.0
1430,Kinoguitan,Misamis Oriental,Region X,exact,Kinoguitan,1004312000.0,1.0
1431,Lagonglong,Misamis Oriental,Region X,exact,Lagonglong,1004313000.0,1.0
1432,Laguindingan,Misamis Oriental,Region X,exact,Laguindingan,1004314000.0,1.0
1433,Libertad,Misamis Oriental,Region X,exact,Libertad,1004315000.0,1.0
1434,Lugait,Misamis Oriental,Region X,exact,Lugait,1004316000.0,1.0
1435,Magsaysay,Misamis Oriental,Region X,exact,Magsaysay,1004317000.0,1.0
1436,Manticao,Misamis Oriental,Region X,exact,Manticao,1004318000.0,1.0
1437,Medina,Misamis Oriental,Region X,exact,Medina,1004319000.0,1.0
1438,Naawan,Misamis Oriental,Region X,exact,Naawan,1004320000.0,1.0
1439,Opol,Misamis Oriental,Region X,exact,Opol,1004321000.0,1.0
1440,Salay,Misamis Oriental,Region X,exact,Salay,1004322000.0,1.0
1441,Sugbongcogon,Misamis Oriental,Region X,exact,Sugbongcogon,1004323000.0,1.0
1442,Tagoloan,Misamis Oriental,Region X,exact,Tagoloan,1004324000.0,1.0
1443,Talisayan,Misamis Oriental,Region X,exact,Talisayan,1004325000.0,1.0
1444,Villanueva,Misamis Oriental,Region X,exact,Villanueva,1004326000.0,1.0
1445,Compostela,Davao De Oro,Region XI,exact,Compostela,1108201000.0,1.0
1446,Laak,Davao De Oro,Region XI,exact,Laak,1108202000.0,1.0
1447,Mabini,Davao De Oro,Region XI,exact,Mabini,1108203000.0,1.0
1448,Maco,Davao De Oro,Region XI,exact,Maco,1108204000.0,1.0
1449,Maragusan,Davao De Oro,Region XI,exact,Maragusan,1108205000.0,1.0
1450,Mawab,Davao De Oro,Region XI,exact,Mawab,1108206000.0,1.0
1451,Monkayo,Davao De Oro,Region XI,exact,Monkayo,1108207000.0,1.0
1452,Montevista,Davao De Oro,Region XI,exact,Montevista,1108208000.0,1.0
1453,Nabunturan,Davao De Oro,Region XI,exact,Nabunturan ,1108209000.0,1.0
1454,New Bataan,Davao De Oro,Region XI,exact,New Bataan,1108210000.0,1.0
1455,Pantukan,Davao De Oro,Region XI,exact,Pantukan,1108211000.0,1.0
1456,Asuncion,Davao Del Norte,Region XI,exact,Asuncion,1102301000.0,1.0
1457,Braulio E. Dujali,Davao Del Norte,Region XI,exact,Braulio E. Dujali,1102323000.0,1.0
1458,Carmen,Davao Del Norte,Region XI,exact,Carmen,1102303000.0,1.0
1459,Kapalong,Davao Del Norte,Region XI,exact,Kapalong,1102305000.0,1.0
1460,New Corella,Davao Del Norte,Region XI,exact,New Corella,1102314000.0,1.0
1461,San Isidro,Davao Del Norte,Region XI,exact,San Isidro,1102324000.0,1.0
1462,Santo Tomas,Davao Del Norte,Region XI,exact,Santo Tomas,1102318000.0,1.0
1463,Talaingod,Davao Del Norte,Region XI,exact,Talaingod,1102322000.0,1.0
1464,Bansalan,Davao Del Sur,Region XI,exact,Bansalan,1102401000.0,1.0
1465,Hagonoy,Davao Del Sur,Region XI,exact,Hagonoy,1102404000.0,1.0
1466,Kiblawan,Davao Del Sur,Region XI,exact,Kiblawan,1102406000.0,1.0
1467,Magsaysay,Davao Del Sur,Region XI,exact,Magsaysay,1102407000.0,1.0
1468,Malalag,Davao Del Sur,Region XI,exact,Malalag,1102408000.0,1.0
1469,Matanao,Davao Del Sur,Region XI,exact,Matanao,1102410000.0,1.0
1470,Padada,Davao Del Sur,Region XI,exact,Padada,1102411000.0,1.0
1471,Santa Cruz,Davao Del Sur,Region XI,exact,Santa Cruz,1102412000.0,1.0
1472,Sulop,Davao Del Sur,Region XI,exact,Sulop,1102414000.0,1.0
1473,Don Marcelino,Davao Occidental,Region XI,exact,Don Marcelino,1108601000.0,1.0
1474,Jose Abad Santos,Davao Occidental,Region XI,exact,Jose Abad Santos,1108602000.0,1.0
1475,Malita,Davao Occidental,Region XI,exact,Malita ,1108603000.0,1.0
1476,Santa Maria,Davao Occidental,Region XI,exact,Santa Maria,1108604000.0,1.0
1477,Sarangani,Davao Occidental,Region XI,exact,Sarangani,1108605000.0,1.0
1478,Baganga,Davao Oriental,Region XI,exact,Baganga,1102501000.0,1.0
1479,Banaybanay,Davao Oriental,Region XI,exact,Banaybanay,1102502000.0,1.0
1480,Boston,Davao Oriental,Region XI,exact,Boston,1102503000.0,1.0
1481,Caraga,Davao Oriental,Region XI,exact,Caraga,1102504000.0,1.0
1482,Cateel,Davao Oriental,Region XI,exact,Cateel,1102505000.0,1.0
1483,Governor Generoso,Davao Oriental,Region XI,exact,Governor Generoso,1102506000.0,1.0
1484,Lupon,Davao Oriental,Region XI,exact,Lupon,1102507000.0,1.0
1485,Manay,Davao Oriental,Region XI,exact,Manay,1102508000.0,1.0
1486,San Isidro,Davao Oriental,Region XI,exact,San Isidro,1102510000.0,1.0
1487,Tarragona,Davao Oriental,Region XI,exact,Tarragona,1102511000.0,1.0
1488,Alamada,North Cotabato,Region XII,independent_city,Alamada,1204701000.0,1.0
1489,Aleosan,North Cotabato,Region XII,independent_city,Aleosan,1204717000.0,1.0
1490,Antipas,North Cotabato,Region XII,independent_city,Antipas,1204715000.0,1.0
1491,Arakan,North Cotabato,Region XII,independent_city,Arakan,1204718000.0,1.0
1492,Banisilan,North Cotabato,Region XII,independent_city,Banisilan,1204716000.0,1.0
1493,Carmen,North Cotabato,Region XII,fuzzy_region_only,Carmen,1204702000.0,1.0
1494,Kabacan,North Cotabato,Region XII,independent_city,Kabacan,1204703000.0,1.0
1495,Libungan,North Cotabato,Region XII,independent_city,Libungan,1204705000.0,1.0
1496,Magpet,North Cotabato,Region XII,independent_city,Magpet,1204706000.0,1.0
1497,Makilala,North Cotabato,Region XII,independent_city,Makilala,1204707000.0,1.0
1498,Matalam,North Cotabato,Region XII,independent_city,Matalam,1204708000.0,1.0
1499,Midsayap,North Cotabato,Region XII,independent_city,Midsayap,1204709000.0,1.0
1500,M'Lang,North Cotabato,Region XII,independent_city,M'Lang,1204710000.0,1.0
1501,Pigkawayan,North Cotabato,Region XII,independent_city,Pigkawayan,1204711000.0,1.0
1502,Pikit,North Cotabato,Region XII,independent_city,Pikit,1204712000.0,1.0
1503,President Roxas,North Cotabato,Region XII,fuzzy_region_only,President Roxas,1204713000.0,1.0
1504,Tulunan,North Cotabato,Region XII,independent_city,Tulunan,1204714000.0,1.0
1505,Alabel,Sarangani,Region XII,exact,Alabel ,1208001000.0,1.0
1506,Glan,Sarangani,Region XII,exact,Glan,1208002000.0,1.0
1507,Kiamba,Sarangani,Region XII,exact,Kiamba,1208003000.0,1.0
1508,Maasim,Sarangani,Region XII,exact,Maasim,1208004000.0,1.0
1509,Maitum,Sarangani,Region XII,exact,Maitum,1208005000.0,1.0
1510,Malapatan,Sarangani,Region XII,exact,Malapatan,1208006000.0,1.0
1511,Malungon,Sarangani,Region XII,exact,Malungon,1208007000.0,1.0
1512,Banga,South Cotabato,Region XII,exact,Banga,1206302000.0,1.0
1513,Lake Sebu,South Cotabato,Region XII,exact,Lake Sebu,1206319000.0,1.0
1514,Norala,South Cotabato,Region XII,exact,Norala,1206311000.0,1.0
1515,Polomolok,South Cotabato,Region XII,exact,Polomolok,1206312000.0,1.0
1516,Santo Niño,South Cotabato,Region XII,exact,Santo Niño,1206318000.0,1.0
1517,Surallah,South Cotabato,Region XII,exact,Surallah,1206313000.0,1.0
1518,Tampakan,South Cotabato,Region XII,exact,Tampakan,1206314000.0,1.0
1519,Tantangan,South Cotabato,Region XII,exact,Tantangan,1206315000.0,1.0
1520,T'Boli,South Cotabato,Region XII,exact,T'Boli,1206316000.0,1.0
1521,Tupi,South Cotabato,Region XII,exact,Tupi,1206317000.0,1.0
1522,Bagumbayan,Sultan Kudarat,Region XII,exact,Bagumbayan,1206501000.0,1.0
1523,Columbio,Sultan Kudarat,Region XII,exact,Columbio,1206502000.0,1.0
1524,Esperanza,Sultan Kudarat,Region XII,exact,Esperanza,1206503000.0,1.0
1525,Isulan,Sultan Kudarat,Region XII,exact,Isulan ,1206504000.0,1.0
1526,Kalamansig,Sultan Kudarat,Region XII,exact,Kalamansig,1206505000.0,1.0
1527,Lambayong,Sultan Kudarat,Region XII,exact,Lambayong,1206508000.0,1.0
1528,Lebak,Sultan Kudarat,Region XII,exact,Lebak,1206506000.0,1.0
1529,Lutayan,Sultan Kudarat,Region XII,exact,Lutayan,1206507000.0,1.0
1530,Palimbang,Sultan Kudarat,Region XII,exact,Palimbang,1206509000.0,1.0
1531,President Quirino,Sultan Kudarat,Region XII,exact,President Quirino,1206510000.0,1.0
1532,Sen. Ninoy Aquino,Sultan Kudarat,Region XII,exact,Sen. Ninoy Aquino,1206512000.0,1.0
1533,Buenavista,Agusan Del Norte,Region XIII,exact,Buenavista,1600201000.0,1.0
1534,Carmen,Agusan Del Norte,Region XIII,exact,Carmen,1600204000.0,1.0
1535,Jabonga,Agusan Del Norte,Region XIII,exact,Jabonga,1600205000.0,1.0
1536,Kitcharao,Agusan Del Norte,Region XIII,exact,Kitcharao,1600206000.0,1.0
1537,Las Nieves,Agusan Del Norte,Region XIII,exact,Las Nieves,1600207000.0,1.0
1538,Magallanes,Agusan Del Norte,Region XIII,exact,Magallanes,1600208000.0,1.0
1539,Nasipit,Agusan Del Norte,Region XIII,exact,Nasipit,1600209000.0,1.0
1540,Remedios T. Romualdez,Agusan Del Norte,Region XIII,exact,Remedios T. Romualdez,1600212000.0,1.0
1541,Santiago,Agusan Del Norte,Region XIII,exact,Santiago,1600210000.0,1.0
1542,Tubay,Agusan Del Norte,Region XIII,exact,Tubay,1600211000.0,1.0
1543,Bunawan,Agusan Del Sur,Region XIII,exact,Bunawan,1600302000.0,1.0
1544,Esperanza,Agusan Del Sur,Region XIII,exact,Esperanza,1600303000.0,1.0
1545,La Paz,Agusan Del Sur,Region XIII,exact,La Paz,1600304000.0,1.0
1546,Loreto,Agusan Del Sur,Region XIII,exact,Loreto,1600305000.0,1.0
1547,Prosperidad,Agusan Del Sur,Region XIII,exact,Prosperidad ,1600306000.0,1.0
1548,Rosario,Agusan Del Sur,Region XIII,exact,Rosario,1600307000.0,1.0
1549,San Francisco,Agusan Del Sur,Region XIII,exact,San Francisco,1600308000.0,1.0
1550,San Luis,Agusan Del Sur,Region XIII,exact,San Luis,1600309000.0,1.0
1551,Santa Josefa,Agusan Del Sur,Region XIII,exact,Santa Josefa,1600310000.0,1.0
1552,Sibagat,Agusan Del Sur,Region XIII,exact,Sibagat,1600314000.0,1.0
1553,Talacogon,Agusan Del Sur,Region XIII,exact,Talacogon,1600311000.0,1.0
1554,Trento,Agusan Del Sur,Region XIII,exact,Trento,1600312000.0,1.0
1555,Veruela,Agusan Del Sur,Region XIII,exact,Veruela,1600313000.0,1.0
1556,Basilisa,Dinagat Islands,Region XIII,exact,Basilisa,1608501000.0,1.0
1557,Cagdianao,Dinagat Islands,Region XIII,exact,Cagdianao,1608502000.0,1.0
1558,Dinagat,Dinagat Islands,Region XIII,exact,Dinagat,1608503000.0,1.0
1559,Libjo,Dinagat Islands,Region XIII,exact,Libjo,1608504000.0,1.0
1560,Loreto,Dinagat Islands,Region XIII,exact,Loreto,1608505000.0,1.0
1561,San Jose,Dinagat Islands,Region XIII,exact,San Jose ,1608506000.0,1.0
1562,Tubajon,Dinagat Islands,Region XIII,exact,Tubajon,1608507000.0,1.0
1563,Alegria,Surigao Del Norte,Region XIII,exact,Alegria,1606701000.0,1.0
1564,Bacuag,Surigao Del Norte,Region XIII,exact,Bacuag,1606702000.0,1.0
1565,Burgos,Surigao Del Norte,Region XIII,exact,Burgos,1606704000.0,1.0
1566,Claver,Surigao Del Norte,Region XIII,exact,Claver,1606706000.0,1.0
1567,Dapa,Surigao Del Norte,Region XIII,exact,Dapa,1606707000.0,1.0
1568,Del Carmen,Surigao Del Norte,Region XIII,exact,Del Carmen,1606708000.0,1.0
1569,General Luna,Surigao Del Norte,Region XIII,exact,General Luna,1606710000.0,1.0
1570,Gigaquit,Surigao Del Norte,Region XIII,exact,Gigaquit,1606711000.0,1.0
1571,Mainit,Surigao Del Norte,Region XIII,exact,Mainit,1606714000.0,1.0
1572,Malimono,Surigao Del Norte,Region XIII,exact,Malimono,1606715000.0,1.0
1573,Pilar,Surigao Del Norte,Region XIII,exact,Pilar,1606716000.0,1.0
1574,Placer,Surigao Del Norte,Region XIII,exact,Placer,1606717000.0,1.0
1575,San Benito,Surigao Del Norte,Region XIII,exact,San Benito,1606718000.0,1.0
1576,San Francisco,Surigao Del Norte,Region XIII,exact,San Francisco,1606719000.0,1.0
1577,San Isidro,Surigao Del Norte,Region XIII,exact,San Isidro,1606720000.0,1.0
1578,Santa Monica,Surigao Del Norte,Region XIII,exact,Santa Monica,1606721000.0,1.0
1579,Sison,Surigao Del Norte,Region XIII,exact,Sison,1606722000.0,1.0
1580,Socorro,Surigao Del Norte,Region XIII,exact,Socorro,1606723000.0,1.0
1581,Tagana-An,Surigao Del Norte,Region XIII,exact,Tagana-An,1606725000.0,1.0
1582,Tubod,Surigao Del Norte,Region XIII,exact,Tubod,1606727000.0,1.0
1583,Barobo,Surigao Del Sur,Region XIII,exact,Barobo,1606801000.0,1.0
1584,Bayabas,Surigao Del Sur,Region XIII,exact,Bayabas,1606802000.0,1.0
1585,Cagwait,Surigao Del Sur,Region XIII,exact,Cagwait,1606804000.0,1.0
1586,Cantilan,Surigao Del Sur,Region XIII,exact,Cantilan,1606805000.0,1.0
1587,Carmen,Surigao Del Sur,Region XIII,exact,Carmen,1606806000.0,1.0
1588,Carrascal,Surigao Del Sur,Region XIII,exact,Carrascal,1606807000.0,1.0
1589,Cortes,Surigao Del Sur,Region XIII,exact,Cortes,1606808000.0,1.0
1590,Hinatuan,Surigao Del Sur,Region XIII,exact,Hinatuan,1606809000.0,1.0
1591,Lanuza,Surigao Del Sur,Region XIII,exact,Lanuza,1606810000.0,1.0
1592,Lianga,Surigao Del Sur,Region XIII,exact,Lianga,1606811000.0,1.0
1593,Lingig,Surigao Del Sur,Region XIII,exact,Lingig,1606812000.0,1.0
1594,Madrid,Surigao Del Sur,Region XIII,exact,Madrid,1606813000.0,1.0
1595,Marihatag,Surigao Del Sur,Region XIII,exact,Marihatag,1606814000.0,1.0
1596,San Agustin,Surigao Del Sur,Region XIII,exact,San Agustin,1606815000.0,1.0
1597,San Miguel,Surigao Del Sur,Region XIII,exact,San Miguel,1606816000.0,1.0
1598,Tagbina,Surigao Del Sur,Region XIII,exact,Tagbina,1606817000.0,1.0
1599,Tago,Surigao Del Sur,Region XIII,exact,Tago,1606818000.0,1.0
1600,Akbar,Basilan,BARMM,exact,Akbar,1900708000.0,1.0
1601,Al-Barka,Basilan,BARMM,exact,Al-Barka,1900709000.0,1.0
1602,Hadji Mohammad Ajul,Basilan,BARMM,exact,Hadji Mohammad Ajul,1900710000.0,1.0
1603,Hadji Muhtamad,Basilan,BARMM,exact,Hadji Muhtamad,1900712000.0,1.0
1604,Lantawan,Basilan,BARMM,exact,Lantawan,1900703000.0,1.0
1605,Maluso,Basilan,BARMM,exact,Maluso,1900704000.0,1.0
1606,Sumisip,Basilan,BARMM,exact,Sumisip,1900705000.0,1.0
1607,Tabuan-Lasa,Basilan,BARMM,exact,Tabuan-Lasa,1900713000.0,1.0
1608,Tipo-Tipo,Basilan,BARMM,exact,Tipo-Tipo,1900706000.0,1.0
1609,Tuburan,Basilan,BARMM,exact,Tuburan,1900707000.0,1.0
1610,Ungkaya Pukan,Basilan,BARMM,exact,Ungkaya Pukan,1900711000.0,1.0
1611,Amai Manabilang,Lanao Del Sur,BARMM,exact,Amai Manabilang,1903637000.0,1.0
1612,Bacolod-Kalawi,Lanao Del Sur,BARMM,exact,Bacolod-Kalawi,1903601000.0,1.0
1613,Balabagan,Lanao Del Sur,BARMM,exact,Balabagan,1903602000.0,1.0
1614,Balindong,Lanao Del Sur,BARMM,exact,Balindong,1903603000.0,1.0
1615,Bayang,Lanao Del Sur,BARMM,exact,Bayang,1903604000.0,1.0
1616,Binidayan,Lanao Del Sur,BARMM,exact,Binidayan,1903605000.0,1.0
1617,Buadiposo-Buntong,Lanao Del Sur,BARMM,exact,Buadiposo-Buntong,1903633000.0,1.0
1618,Bubong,Lanao Del Sur,BARMM,exact,Bubong,1903606000.0,1.0
1619,Butig,Lanao Del Sur,BARMM,exact,Butig,1903607000.0,1.0
1620,Calanogas,Lanao Del Sur,BARMM,exact,Calanogas,1903632000.0,1.0
1621,Ditsaan-Ramain,Lanao Del Sur,BARMM,exact,Ditsaan-Ramain,1903624000.0,1.0
1622,Ganassi,Lanao Del Sur,BARMM,exact,Ganassi,1903609000.0,1.0
1623,Kapai,Lanao Del Sur,BARMM,exact,Kapai,1903610000.0,1.0
1624,Kapatagan,Lanao Del Sur,BARMM,exact,Kapatagan,1903639000.0,1.0
1625,Lumba-Bayabao,Lanao Del Sur,BARMM,exact,Lumba-Bayabao,1903611000.0,1.0
1626,Lumbaca-Unayan,Lanao Del Sur,BARMM,exact,Lumbaca-Unayan,1903641000.0,1.0
1627,Lumbatan,Lanao Del Sur,BARMM,exact,Lumbatan,1903612000.0,1.0
1628,Lumbayanague,Lanao Del Sur,BARMM,exact,Lumbayanague,1903636000.0,1.0
1629,Madalum,Lanao Del Sur,BARMM,exact,Madalum,1903613000.0,1.0
1630,Madamba,Lanao Del Sur,BARMM,exact,Madamba,1903614000.0,1.0
1631,Maguing,Lanao Del Sur,BARMM,exact,Maguing,1903634000.0,1.0
1632,Malabang,Lanao Del Sur,BARMM,exact,Malabang,1903615000.0,1.0
1633,Marantao,Lanao Del Sur,BARMM,exact,Marantao,1903616000.0,1.0
1634,Marogong,Lanao Del Sur,BARMM,exact,Marogong,1903631000.0,1.0
1635,Masiu,Lanao Del Sur,BARMM,exact,Masiu,1903618000.0,1.0
1636,Mulondo,Lanao Del Sur,BARMM,exact,Mulondo,1903619000.0,1.0
1637,Pagayawan,Lanao Del Sur,BARMM,exact,Pagayawan,1903620000.0,1.0
1638,Piagapo,Lanao Del Sur,BARMM,exact,Piagapo,1903621000.0,1.0
1639,Picong,Lanao Del Sur,BARMM,exact,Picong,1903635000.0,1.0
1640,Poona Bayabao,Lanao Del Sur,BARMM,exact,Poona Bayabao,1903622000.0,1.0
1641,Pualas,Lanao Del Sur,BARMM,exact,Pualas,1903623000.0,1.0
1642,Saguiaran,Lanao Del Sur,BARMM,exact,Saguiaran,1903625000.0,1.0
1643,Sultan Dumalondong,Lanao Del Sur,BARMM,exact,Sultan Dumalondong,1903640000.0,1.0
1644,Tagoloan II,Lanao Del Sur,BARMM,exact,Tagoloan Ii,1903638000.0,1.0
1645,Tamparan,Lanao Del Sur,BARMM,exact,Tamparan,1903626000.0,1.0
1646,Taraka,Lanao Del Sur,BARMM,exact,Taraka,1903627000.0,1.0
1647,Tubaran,Lanao Del Sur,BARMM,exact,Tubaran,1903628000.0,1.0
1648,Tugaya,Lanao Del Sur,BARMM,exact,Tugaya,1903629000.0,1.0
1649,Wao,Lanao Del Sur,BARMM,exact,Wao,1903630000.0,1.0
1650,Ampatuan,Maguindanao del Sur,BARMM,exact,Ampatuan,1908801000.0,1.0
1651,Barira,Maguindanao del Norte,BARMM,exact,Barira,1908701000.0,1.0
1652,Buldon,Maguindanao del Norte,BARMM,exact,Buldon,1908702000.0,1.0
1653,Buluan,Maguindanao del Sur,BARMM,exact,Buluan,1908802000.0,1.0
1654,Datu Abdullah Sangki,Maguindanao del Sur,BARMM,exact,Datu Abdullah Sangki,1908803000.0,1.0
1655,Datu Anggal Midtimbang,Maguindanao del Sur,BARMM,exact,Datu Anggal Midtimbang,1908804000.0,1.0
1656,Datu Blah T. Sinsuat,Maguindanao del Norte,BARMM,exact,Datu Blah T. Sinsuat,1908704000.0,1.0
1657,Datu Hoffer Ampatuan,Maguindanao del Sur,BARMM,exact,Datu Hoffer Ampatuan,1908805000.0,1.0
1658,Datu Montawal,Maguindanao del Sur,BARMM,unmatched,Datu Unsay,,0.6086956521739131
1659,Datu Odin Sinsuat,Maguindanao del Norte,BARMM,exact,Datu Odin Sinsuat,1908705000.0,1.0
1660,Datu Paglas,Maguindanao del Sur,BARMM,exact,Datu Paglas,1908806000.0,1.0
1661,Datu Piang,Maguindanao del Sur,BARMM,exact,Datu Piang,1908807000.0,1.0
1662,Datu Salibo,Maguindanao del Sur,BARMM,exact,Datu Salibo,1908808000.0,1.0
1663,Datu Saudi-Ampatuan,Maguindanao del Sur,BARMM,fuzzy_region+province,Datu Saudi Ampatuan,1908809000.0,0.9473684210526315
1664,Datu Unsay,Maguindanao del Sur,BARMM,exact,Datu Unsay,1908810000.0,1.0
1665,Gen. S. K. Pendatun,Maguindanao del Sur,BARMM,fuzzy_region+province,Gen. S.K. Pendatun,1908811000.0,0.972972972972973
1666,Guindulungan,Maguindanao del Sur,BARMM,exact,Guindulungan,1908812000.0,1.0
1667,Kabuntalan,Maguindanao del Norte,BARMM,exact,Kabuntalan,1908706000.0,1.0
1668,Mamasapano,Maguindanao del Sur,BARMM,exact,Mamasapano,1908813000.0,1.0
1669,Mangudadatu,Maguindanao del Sur,BARMM,exact,Mangudadatu,1908814000.0,1.0
1670,Matanog,Maguindanao del Norte,BARMM,exact,Matanog,1908707000.0,1.0
1671,Northern Kabuntalan,Maguindanao del Norte,BARMM,exact,Northern Kabuntalan,1908708000.0,1.0
1672,Pagalungan,Maguindanao del Sur,BARMM,exact,Pagalungan,1908816000.0,1.0
1673,Paglat,Maguindanao del Sur,BARMM,exact,Paglat,1908817000.0,1.0
1674,Pandag,Maguindanao del Sur,BARMM,exact,Pandag,1908818000.0,1.0
1675,Parang,Maguindanao del Norte,BARMM,exact,Parang,1908709000.0,1.0
1676,Rajah Buayan,Maguindanao del Sur,BARMM,exact,Rajah Buayan,1908819000.0,1.0
1677,Shariff Aguak,Maguindanao del Sur,BARMM,exact,Shariff Aguak,1908820000.0,1.0
1678,Shariff Saydona Mustapha,Maguindanao del Sur,BARMM,exact,Shariff Saydona Mustapha,1908821000.0,1.0
1679,South Upi,Maguindanao del Sur,BARMM,exact,South Upi,1908822000.0,1.0
1680,Sultan Kudarat,Maguindanao del Norte,BARMM,exact,Sultan Kudarat,1908710000.0,1.0
1681,Sultan Mastura,Maguindanao del Norte,BARMM,exact,Sultan Mastura,1908711000.0,1.0
1682,Sultan Sa Barongis,Maguindanao del Sur,BARMM,exact,Sultan Sa Barongis,1908823000.0,1.0
1683,Talayan,Maguindanao del Sur,BARMM,exact,Talayan,1908824000.0,1.0
1684,Talitay,Maguindanao del Norte,BARMM,exact,Talitay,1908712000.0,1.0
1685,Upi,Maguindanao del Norte,BARMM,exact,Upi,1908713000.0,1.0
1686,Hadji Panglima Tahil,Sulu,BARMM,exact,Hadji Panglima Tahil,1906606000.0,1.0
1687,Indanan,Sulu,BARMM,exact,Indanan,1906601000.0,1.0
1688,Jolo,Sulu,BARMM,exact,Jolo ,1906602000.0,1.0
1689,Kalingalan Caluang,Sulu,BARMM,exact,Kalingalan Caluang,1906603000.0,1.0
1690,Lugus,Sulu,BARMM,exact,Lugus,1906617000.0,1.0
1691,Luuk,Sulu,BARMM,exact,Luuk,1906604000.0,1.0
1692,Maimbung,Sulu,BARMM,exact,Maimbung,1906605000.0,1.0
1693,Old Panamao,Sulu,BARMM,exact,Old Panamao,1906607000.0,1.0
1694,Omar,Sulu,BARMM,exact,Omar,1906619000.0,1.0
1695,Pandami,Sulu,BARMM,exact,Pandami,1906618000.0,1.0
1696,Panglima Estino,Sulu,BARMM,exact,Panglima Estino,1906616000.0,1.0
1697,Pangutaran,Sulu,BARMM,exact,Pangutaran,1906608000.0,1.0
1698,Parang,Sulu,BARMM,exact,Parang,1906609000.0,1.0
1699,Pata,Sulu,BARMM,exact,Pata,1906610000.0,1.0
1700,Patikul,Sulu,BARMM,exact,Patikul,1906611000.0,1.0
1701,Siasi,Sulu,BARMM,exact,Siasi,1906612000.0,1.0
1702,Talipao,Sulu,BARMM,exact,Talipao,1906613000.0,1.0
1703,Tapul,Sulu,BARMM,exact,Tapul,1906614000.0,1.0
1704,Tongkil,Sulu,BARMM,exact,Tongkil,1906615000.0,1.0
1705,Bongao,Tawi-Tawi,BARMM,exact,Bongao ,1907002000.0,1.0
1706,Languyan,Tawi-Tawi,BARMM,exact,Languyan,1907009000.0,1.0
1707,Mapun,Tawi-Tawi,BARMM,exact,Mapun,1907003000.0,1.0
