lgu_idx,lgu_name,province,region,match_type,matched_to,psgc_muni_code,similarity
431,Baggao,Cagayan,Region II,exact,Baggao,201506000.0,1.0
432,Ballesteros,Cagayan,Region II,exact,Ballesteros,201507000.0,1.0
433,Buguey,Cagayan,Region II,exact,Buguey,201508000.0,1.0
434,Calayan,Cagayan,Region II,exact,Calayan,201509000.0,1.0
435,Camalaniugan,Cagayan,Region II,exact,Camalaniugan,201510000.0,1.0
436,Claveria,Cagayan,Region II,exact,Claveria,201511000.0,1.0
437,Enrile,Cagayan,Region II,exact,Enrile,201512000.0,1.0
438,Gattaran,Cagayan,Region II,exact,Gattaran,201513000.0,1.0
439,Gonzaga,Cagayan,Region II,exact,Gonzaga,201514000.0,1.0
440,Iguig,Cagayan,Region II,exact,Iguig,201515000.0,1.0
441,Lal-Lo,Cagayan,Region II,exact,Lal-Lo,201516000.0,1.0
442,Lasam,Cagayan,Region II,exact,Lasam,201517000.0,1.0
443,Pamplona,Cagayan,Region II,exact,Pamplona,201518000.0,1.0
444,Peñablanca,Cagayan,Region II,exact,Peñablanca,201519000.0,1.0
445,Piat,Cagayan,Region II,exact,Piat,201520000.0,1.0
446,Rizal,Cagayan,Region II,exact,Rizal,201521000.0,1.0
447,Sanchez Mira,Cagayan,Region II,fuzzy_region+province,Sanchez-Mira,201522000.0,0.9166666666666666
448,Santa Ana,Cagayan,Region II,exact,Santa Ana,201523000.0,1.0
449,Santa Praxedes,Cagayan,Region II,exact,Santa Praxedes,201524000.0,1.0
450,Santa Teresita,Cagayan,Region II,exact,Santa Teresita,201525000.0,1.0
451,Santo Niño,Cagayan,Region II,exact,Santo Niño,201526000.0,1.0
452,Solana,Cagayan,Region II,exact,Solana,201527000.0,1.0
453,Tuao,Cagayan,Region II,exact,Tuao,201528000.0,1.0
454,Alicia,Isabela,Region II,exact,Alicia,203101000.0,1.0
455,Angadanan,Isabela,Region II,exact,Angadanan,203102000.0,1.0
456,Aurora,Isabela,Region II,exact,Aurora,203103000.0,1.0
457,Benito Soliven,Isabela,Region II,exact,Benito Soliven,203104000.0,1.0
458,Burgos,Isabela,Region II,exact,Burgos,203105000.0,1.0
459,Cabagan,Isabela,Region II,exact,Cabagan,203106000.0,1.0
460,Cabatuan,Isabela,Region II,exact,Cabatuan,203107000.0,1.0
461,Cordon,Isabela,Region II,exact,Cordon,203109000.0,1.0
462,Delfin Albano,Isabela,Region II,exact,Delfin Albano,203118000.0,1.0
463,Dinapigue,Isabela,Region II,exact,Dinapigue,203110000.0,1.0
464,Divilacan,Isabela,Region II,exact,Divilacan,203111000.0,1.0
465,Echague,Isabela,Region II,exact,Echague,203112000.0,1.0
466,Gamu,Isabela,Region II,exact,Gamu,203113000.0,1.0
467,Jones,Isabela,Region II,exact,Jones,203115000.0,1.0
468,Luna,Isabela,Region II,exact,Luna,203116000.0,1.0
469,Maconacon,Isabela,Region II,exact,Maconacon,203117000.0,1.0
470,Mallig,Isabela,Region II,exact,Mallig,203119000.0,1.0
471,Naguilian,Isabela,Region II,exact,Naguilian,203120000.0,1.0
472,Palanan,Isabela,Region II,exact,Palanan,203121000.0,1.0
473,Quezon,Isabela,Region II,exact,Quezon,203122000.0,1.0
474,Quirino,Isabela,Region II,exact,Quirino,203123000.0,1.0
475,Ramon,Isabela,Region II,exact,Ramon,203124000.0,1.0
476,Reina Mercedes,Isabela,Region II,exact,Reina Mercedes,203125000.0,1.0
477,Roxas,Isabela,Region II,exact,Roxas,203126000.0,1.0
478,San Agustin,Isabela,Region II,exact,San Agustin,203127000.0,1.0
479,San Guillermo,Isabela,Region II,exact,San Guillermo,203128000.0,1.0
480,San Isidro,Isabela,Region II,exact,San Isidro,203129000.0,1.0
481,San Manuel,Isabela,Region II,exact,San Manuel,203130000.0,1.0
482,San Mariano,Isabela,Region II,exact,San Mariano,203131000.0,1.0
483,San Mateo,Isabela,Region II,exact,San Mateo,203132000.0,1.0
484,San Pablo,Isabela,Region II,exact,San Pablo,203133000.0,1.0
485,Santa Maria,Isabela,Region II,exact,Santa Maria,203134000.0,1.0
486,Santo Tomas,Isabela,Region II,exact,Santo Tomas,203136000.0,1.0
487,Tumauini,Isabela,Region II,exact,Tumauini,203137000.0,1.0
488,Alfonso Castaneda,Nueva Vizcaya,Region II,exact,Alfonso Castaneda,205015000.0,1.0
489,Ambaguio,Nueva Vizcaya,Region II,exact,Ambaguio,205001000.0,1.0
490,Aritao,Nueva Vizcaya,Region II,exact,Aritao,205002000.0,1.0
491,Bagabag,Nueva Vizcaya,Region II,exact,Bagabag,205003000.0,1.0
492,Bambang,Nueva Vizcaya,Region II,exact,Bambang,205004000.0,1.0
493,Bayombong,Nueva Vizcaya,Region II,exact,Bayombong ,205005000.0,1.0
494,Diadi,Nueva Vizcaya,Region II,exact,Diadi,205006000.0,1.0
495,Dupax Del Norte,Nueva Vizcaya,Region II,exact,Dupax del Norte,205007000.0,1.0
496,Dupax Del Sur,Nueva Vizcaya,Region II,exact,Dupax del Sur,205008000.0,1.0
497,Kasibu,Nueva Vizcaya,Region II,exact,Kasibu,205009000.0,1.0
498,Kayapa,Nueva Vizcaya,Region II,exact,Kayapa,205010000.0,1.0
499,Quezon,Nueva Vizcaya,Region II,exact,Quezon,205011000.0,1.0
500,Santa Fe,Nueva Vizcaya,Region II,exact,Santa Fe,205012000.0,1.0
501,Solano,Nueva Vizcaya,Region II,exact,Solano,205013000.0,1.0
502,Villaverde,Nueva Vizcaya,Region II,exact,Villaverde,205014000.0,1.0
503,Aglipay,Quirino,Region II,exact,Aglipay,205701000.0,1.0
504,Cabarroguis,Quirino,Region II,exact,Cabarroguis ,205702000.0,1.0
505,Diffun,Quirino,Region II,exact,Diffun,205703000.0,1.0
506,Maddela,Quirino,Region II,exact,Maddela,205704000.0,1.0
507,Nagtipunan,Quirino,Region II,exact,Nagtipunan,205706000.0,1.0
508,Saguday,Quirino,Region II,exact,Saguday,205705000.0,1.0
509,Baler,Aurora,Region III,exact,Baler ,307701000.0,1.0
510,Casiguran,Aurora,Region III,exact,Casiguran,307702000.0,1.0
511,Dilasag,Aurora,Region III,exact,Dilasag,307703000.0,1.0
512,Dinalungan,Aurora,Region III,exact,Dinalungan,307704000.0,1.0
513,Dingalan,Aurora,Region III,exact,Dingalan,307705000.0,1.0
514,Dipaculao,Aurora,Region III,exact,Dipaculao,307706000.0,1.0
515,Maria Aurora,Aurora,Region III,exact,Maria Aurora,307707000.0,1.0
516,San Luis,Aurora,Region III,exact,San Luis,307708000.0,1.0
517,Abucay,Bataan,Region III,exact,Abucay,300801000.0,1.0
518,Bagac,Bataan,Region III,exact,Bagac,300802000.0,1.0
519,Dinalupihan,Bataan,Region III,exact,Dinalupihan,300804000.0,1.0
520,Hermosa,Bataan,Region III,exact,Hermosa,300805000.0,1.0
521,Limay,Bataan,Region III,exact,Limay,300806000.0,1.0
522,Mariveles,Bataan,Region III,exact,Mariveles,300807000.0,1.0
523,Morong,Bataan,Region III,exact,Morong,300808000.0,1.0
524,Orani,Bataan,Region III,exact,Orani,300809000.0,1.0
525,Orion,Bataan,Region III,exact,Orion,300810000.0,1.0
526,Pilar,Bataan,Region III,exact,Pilar,300811000.0,1.0
527,Samal,Bataan,Region III,exact,Samal,300812000.0,1.0
528,Angat,Bulacan,Region III,exact,Angat,301401000.0,1.0
529,Balagtas,Bulacan,Region III,exact,Balagtas,301402000.0,1.0
530,Baliwag City,Bulacan,Region III,exact,City of Baliwag,301403000.0,1.0
531,Bocaue,Bulacan,Region III,exact,Bocaue,301404000.0,1.0
532,Bulacan,Bulacan,Region III,exact,Bulacan,301405000.0,1.0
533,Bustos,Bulacan,Region III,exact,Bustos,301406000.0,1.0
534,Calumpit,Bulacan,Region III,exact,Calumpit,301407000.0,1.0
535,Doña Remedios Trinidad,Bulacan,Region III,exact,Doña Remedios Trinidad,301424000.0,1.0
536,Guiguinto,Bulacan,Region III,exact,Guiguinto,301408000.0,1.0
537,Hagonoy,Bulacan,Region III,exact,Hagonoy,301409000.0,1.0
538,Marilao,Bulacan,Region III,exact,Marilao,301411000.0,1.0
539,Norzagaray,Bulacan,Region III,exact,Norzagaray,301413000.0,1.0
540,Obando,Bulacan,Region III,exact,Obando,301414000.0,1.0
541,Pandi,Bulacan,Region III,exact,Pandi,301415000.0,1.0
542,Paombong,Bulacan,Region III,exact,Paombong,301416000.0,1.0
543,Plaridel,Bulacan,Region III,exact,Plaridel,301417000.0,1.0
544,Pulilan,Bulacan,Region III,exact,Pulilan,301418000.0,1.0
545,San Ildefonso,Bulacan,Region III,exact,San Ildefonso,301419000.0,1.0
546,San Miguel,Bulacan,Region III,exact,San Miguel,301421000.0,1.0
547,San Rafael,Bulacan,Region III,exact,San Rafael,301422000.0,1.0
548,Santa Maria,Bulacan,Region III,exact,Santa Maria,301423000.0,1.0
549,Aliaga,Nueva Ecija,Region III,exact,Aliaga,304901000.0,1.0
550,Bongabon,Nueva Ecija,Region III,exact,Bongabon,304902000.0,1.0
551,Cabiao,Nueva Ecija,Region III,exact,Cabiao,304904000.0,1.0
552,Carranglan,Nueva Ecija,Region III,exact,Carranglan,304905000.0,1.0
553,Cuyapo,Nueva Ecija,Region III,exact,Cuyapo,304906000.0,1.0
554,Gabaldon,Nueva Ecija,Region III,exact,Gabaldon,304907000.0,1.0
555,General Mamerto Natividad,Nueva Ecija,Region III,exact,General Mamerto Natividad,304909000.0,1.0
556,General Tinio,Nueva Ecija,Region III,exact,General Tinio,304910000.0,1.0
557,Guimba,Nueva Ecija,Region III,exact,Guimba,304911000.0,1.0
558,Jaen,Nueva Ecija,Region III,exact,Jaen,304912000.0,1.0
559,Laur,Nueva Ecija,Region III,exact,Laur,304913000.0,1.0
560,Licab,Nueva Ecija,Region III,exact,Licab,304914000.0,1.0
561,Llanera,Nueva Ecija,Region III,exact,Llanera,304915000.0,1.0
562,Lupao,Nueva Ecija,Region III,exact,Lupao,304916000.0,1.0
563,Nampicuan,Nueva Ecija,Region III,exact,Nampicuan,304918000.0,1.0
564,Pantabangan,Nueva Ecija,Region III,exact,Pantabangan,304920000.0,1.0
565,Peñaranda,Nueva Ecija,Region III,exact,Peñaranda,304921000.0,1.0
566,Quezon,Nueva Ecija,Region III,exact,Quezon,304922000.0,1.0
567,Rizal,Nueva Ecija,Region III,exact,Rizal,304923000.0,1.0
568,San Antonio,Nueva Ecija,Region III,exact,San Antonio,304924000.0,1.0
569,San Isidro,Nueva Ecija,Region III,exact,San Isidro,304925000.0,1.0
570,San Leonardo,Nueva Ecija,Region III,exact,San Leonardo,304927000.0,1.0
571,Santa Rosa,Nueva Ecija,Region III,exact,Santa Rosa,304928000.0,1.0
572,Santo Domingo,Nueva Ecija,Region III,exact,Santo Domingo,304929000.0,1.0
573,Talavera,Nueva Ecija,Region III,exact,Talavera,304930000.0,1.0
574,Talugtug,Nueva Ecija,Region III,exact,Talugtug,304931000.0,1.0
575,Zaragoza,Nueva Ecija,Region III,exact,Zaragoza,304932000.0,1.0
576,Apalit,Pampanga,Region III,exact,Apalit,305402000.0,1.0
577,Arayat,Pampanga,Region III,exact,Arayat,305403000.0,1.0
578,Bacolor,Pampanga,Region III,exact,Bacolor,305404000.0,1.0
579,Candaba,Pampanga,Region III,exact,Candaba,305405000.0,1.0
580,Floridablanca,Pampanga,Region III,exact,Floridablanca,305406000.0,1.0
581,Guagua,Pampanga,Region III,exact,Guagua,305407000.0,1.0
582,Lubao,Pampanga,Region III,exact,Lubao,305408000.0,1.0
583,Macabebe,Pampanga,Region III,exact,Macabebe,305410000.0,1.0
584,Magalang,Pampanga,Region III,exact,Magalang,305411000.0,1.0
585,Masantol,Pampanga,Region III,exact,Masantol,305412000.0,1.0
586,Mexico,Pampanga,Region III,exact,Mexico,305413000.0,1.0
587,Minalin,Pampanga,Region III,exact,Minalin,305414000.0,1.0
588,Porac,Pampanga,Region III,exact,Porac,305415000.0,1.0
589,San Luis,Pampanga,Region III,exact,San Luis,305417000.0,1.0
590,San Simon,Pampanga,Region III,exact,San Simon,305418000.0,1.0
591,Santa Ana,Pampanga,Region III,exact,Santa Ana,305419000.0,1.0
592,Santa Rita,Pampanga,Region III,exact,Santa Rita,305420000.0,1.0
593,Santo Tomas,Pampanga,Region III,fuzzy_region+province,Sto. Tomas,305421000.0,0.8571428571428571
594,Sasmuan,Pampanga,Region III,exact,Sasmuan,305422000.0,1.0
595,Anao,Tarlac,Region III,exact,Anao,306901000.0,1.0
596,Bamban,Tarlac,Region III,exact,Bamban,306902000.0,1.0
597,Camiling,Tarlac,Region III,exact,Camiling,306903000.0,1.0
598,Capas,Tarlac,Region III,exact,Capas,306904000.0,1.0
599,Concepcion,Tarlac,Region III,exact,Concepcion,306905000.0,1.0
600,Gerona,Tarlac,Region III,exact,Gerona,306906000.0,1.0
601,La Paz,Tarlac,Region III,exact,La Paz,306907000.0,1.0
602,Mayantoc,Tarlac,Region III,exact,Mayantoc,306908000.0,1.0
603,Moncada,Tarlac,Region III,exact,Moncada,306909000.0,1.0
604,Paniqui,Tarlac,Region III,exact,Paniqui,306910000.0,1.0
605,Pura,Tarlac,Region III,exact,Pura,306911000.0,1.0
606,Ramos,Tarlac,Region III,exact,Ramos,306912000.0,1.0
607,San Clemente,Tarlac,Region III,exact,San Clemente,306913000.0,1.0
608,San Jose,Tarlac,Region III,exact,San Jose,306918000.0,1.0
609,San Manuel,Tarlac,Region III,exact,San Manuel,306914000.0,1.0
610,Santa Ignacia,Tarlac,Region III,exact,Santa Ignacia,306915000.0,1.0
611,Victoria,Tarlac,Region III,exact,Victoria,306917000.0,1.0
612,Botolan,Zambales,Region III,exact,Botolan,307101000.0,1.0
613,Cabangan,Zambales,Region III,exact,Cabangan,307102000.0,1.0
614,Candelaria,Zambales,Region III,exact,Candelaria,307103000.0,1.0
615,Castillejos,Zambales,Region III,exact,Castillejos,307104000.0,1.0
616,Iba,Zambales,Region III,exact,Iba,307105000.0,1.0
617,Masinloc,Zambales,Region III,exact,Masinloc,307106000.0,1.0
618,Palauig,Zambales,Region III,exact,Palauig,307108000.0,1.0
619,San Antonio,Zambales,Region III,exact,San Antonio,307109000.0,1.0
620,San Felipe,Zambales,Region III,exact,San Felipe,307110000.0,1.0
621,San Marcelino,Zambales,Region III,exact,San Marcelino,307111000.0,1.0
622,San Narciso,Zambales,Region III,exact,San Narciso,307112000.0,1.0
623,Santa Cruz,Zambales,Region III,exact,Santa Cruz,307113000.0,1.0
624,Subic,Zambales,Region III,exact,Subic,307114000.0,1.0
625,Agoncillo,Batangas,Region IV-A,exact,Agoncillo,401001000.0,1.0
626,Alitagtag,Batangas,Region IV-A,exact,Alitagtag,401002000.0,1.0
627,Balayan,Batangas,Region IV-A,exact,Balayan,401003000.0,1.0
628,Balete,Batangas,Region IV-A,exact,Balete,401004000.0,1.0
629,Bauan,Batangas,Region IV-A,exact,Bauan,401006000.0,1.0
630,Calaca City,Batangas,Region IV-A,exact,City of Calaca,401007000.0,1.0
631,Calatagan,Batangas,Region IV-A,exact,Calatagan,401008000.0,1.0
632,Cuenca,Batangas,Region IV-A,exact,Cuenca,401009000.0,1.0
633,Ibaan,Batangas,Region IV-A,exact,Ibaan,401010000.0,1.0
634,Laurel,Batangas,Region IV-A,exact,Laurel,401011000.0,1.0
635,Lemery,Batangas,Region IV-A,exact,Lemery,401012000.0,1.0
636,Lian,Batangas,Region IV-A,exact,Lian,401013000.0,1.0
637,Lobo,Batangas,Region IV-A,exact,Lobo,401015000.0,1.0
638,Mabini,Batangas,Region IV-A,exact,Mabini,401016000.0,1.0
639,Malvar,Batangas,Region IV-A,exact,Malvar,401017000.0,1.0
640,Mataasnakahoy,Batangas,Region IV-A,exact,Mataasnakahoy,401018000.0,1.0
641,Nasugbu,Batangas,Region IV-A,exact,Nasugbu,401019000.0,1.0
642,Padre Garcia,Batangas,Region IV-A,exact,Padre Garcia,401020000.0,1.0
643,Rosario,Batangas,Region IV-A,exact,Rosario,401021000.0,1.0
644,San Jose,Batangas,Region IV-A,exact,San Jose,401022000.0,1.0
645,San Juan,Batangas,Region IV-A,exact,San Juan,401023000.0,1.0
646,San Luis,Batangas,Region IV-A,exact,San Luis,401024000.0,1.0
647,San Nicolas,Batangas,Region IV-A,exact,San Nicolas,401025000.0,1.0
648,San Pascual,Batangas,Region IV-A,exact,San Pascual,401026000.0,1.0
649,Santa Teresita,Batangas,Region IV-A,exact,Santa Teresita,401027000.0,1.0
650,Taal,Batangas,Region IV-A,exact,Taal,401029000.0,1.0
651,Talisay,Batangas,Region IV-A,exact,Talisay,401030000.0,1.0
652,Taysan,Batangas,Region IV-A,exact,Taysan,401032000.0,1.0
653,Tingloy,Batangas,Region IV-A,exact,Tingloy,401033000.0,1.0
654,Tuy,Batangas,Region IV-A,exact,Tuy,401034000.0,1.0
655,Alfonso,Cavite,Region IV-A,exact,Alfonso,402101000.0,1.0
656,Amadeo,Cavite,Region IV-A,exact,Amadeo,402102000.0,1.0
657,Carmona City,Cavite,Region IV-A,exact,City of Carmona,402104000.0,1.0
658,General Mariano Alvarez,Cavite,Region IV-A,fuzzy_region+province,Gen. Mariano Alvarez,402123000.0,0.8837209302325582
659,General Emilio Aguinaldo,Cavite,Region IV-A,exact,General Emilio Aguinaldo,402107000.0,1.0
660,Indang,Cavite,Region IV-A,exact,Indang,402110000.0,1.0
661,Kawit,Cavite,Region IV-A,exact,Kawit,402111000.0,1.0
662,Magallanes,Cavite,Region IV-A,exact,Magallanes,402112000.0,1.0
663,Maragondon,Cavite,Region IV-A,exact,Maragondon,402113000.0,1.0
664,Mendez,Cavite,Region IV-A,exact,Mendez,402114000.0,1.0
665,Naic,Cavite,Region IV-A,exact,Naic,402115000.0,1.0
666,Noveleta,Cavite,Region IV-A,exact,Noveleta,402116000.0,1.0
667,Rosario,Cavite,Region IV-A,exact,Rosario,402117000.0,1.0
668,Silang,Cavite,Region IV-A,exact,Silang,402118000.0,1.0
669,Tanza,Cavite,Region IV-A,exact,Tanza,402120000.0,1.0
670,Ternate,Cavite,Region IV-A,exact,Ternate,402121000.0,1.0
671,Alaminos,Laguna,Region IV-A,exact,Alaminos,403401000.0,1.0
672,Bay,Laguna,Region IV-A,exact,Bay,403402000.0,1.0
673,Calauan,Laguna,Region IV-A,exact,Calauan,403406000.0,1.0
674,Cavinti,Laguna,Region IV-A,exact,Cavinti,403407000.0,1.0
675,Famy,Laguna,Region IV-A,exact,Famy,403408000.0,1.0
676,Kalayaan,Laguna,Region IV-A,exact,Kalayaan,403409000.0,1.0
677,Liliw,Laguna,Region IV-A,exact,Liliw,403410000.0,1.0
678,Los Baños,Laguna,Region IV-A,exact,Los Baños,403411000.0,1.0
679,Luisiana,Laguna,Region IV-A,exact,Luisiana,403412000.0,1.0
680,Lumban,Laguna,Region IV-A,exact,Lumban,403413000.0,1.0
681,Mabitac,Laguna,Region IV-A,exact,Mabitac,403414000.0,1.0
682,Magdalena,Laguna,Region IV-A,exact,Magdalena,403415000.0,1.0
683,Majayjay,Laguna,Region IV-A,exact,Majayjay,403416000.0,1.0
684,Nagcarlan,Laguna,Region IV-A,exact,Nagcarlan,403417000.0,1.0
685,Paete,Laguna,Region IV-A,exact,Paete,403418000.0,1.0
686,Pagsanjan,Laguna,Region IV-A,exact,Pagsanjan,403419000.0,1.0
687,Pakil,Laguna,Region IV-A,exact,Pakil,403420000.0,1.0
688,Pangil,Laguna,Region IV-A,exact,Pangil,403421000.0,1.0
689,Pila,Laguna,Region IV-A,exact,Pila,403422000.0,1.0
690,Rizal,Laguna,Region IV-A,exact,Rizal,403423000.0,1.0
691,Santa Cruz,Laguna,Region IV-A,exact,Santa Cruz ,403426000.0,1.0
692,Santa Maria,Laguna,Region IV-A,exact,Santa Maria,403427000.0,1.0
693,Siniloan,Laguna,Region IV-A,exact,Siniloan,403429000.0,1.0
694,Victoria,Laguna,Region IV-A,exact,Victoria,403430000.0,1.0
695,Agdangan,Quezon,Region IV-A,exact,Agdangan,405601000.0,1.0
696,Alabat,Quezon,Region IV-A,exact,Alabat,405602000.0,1.0
697,Atimonan,Quezon,Region IV-A,exact,Atimonan,405603000.0,1.0
698,Buenavista,Quezon,Region IV-A,exact,Buenavista,405605000.0,1.0
699,Burdeos,Quezon,Region IV-A,exact,Burdeos,405606000.0,1.0
700,Calauag,Quezon,Region IV-A,exact,Calauag,405607000.0,1.0
701,Candelaria,Quezon,Region IV-A,exact,Candelaria,405608000.0,1.0
702,Catanauan,Quezon,Region IV-A,exact,Catanauan,405610000.0,1.0
703,Dolores,Quezon,Region IV-A,exact,Dolores,405615000.0,1.0
704,General Luna,Quezon,Region IV-A,exact,General Luna,405616000.0,1.0
705,General Nakar,Quezon,Region IV-A,exact,General Nakar,405617000.0,1.0
706,Guinayangan,Quezon,Region IV-A,exact,Guinayangan,405618000.0,1.0
707,Gumaca,Quezon,Region IV-A,exact,Gumaca,405619000.0,1.0
708,Infanta,Quezon,Region IV-A,exact,Infanta,405620000.0,1.0
709,Jomalig,Quezon,Region IV-A,exact,Jomalig,405621000.0,1.0
710,Lopez,Quezon,Region IV-A,exact,Lopez,405622000.0,1.0
711,Lucban,Quezon,Region IV-A,exact,Lucban,405623000.0,1.0
712,Macalelon,Quezon,Region IV-A,exact,Macalelon,405625000.0,1.0
713,Mauban,Quezon,Region IV-A,exact,Mauban,405627000.0,1.0
714,Mulanay,Quezon,Region IV-A,exact,Mulanay,405628000.0,1.0
715,Padre Burgos,Quezon,Region IV-A,exact,Padre Burgos,405629000.0,1.0
716,Pagbilao,Quezon,Region IV-A,exact,Pagbilao,405630000.0,1.0
717,Panukulan,Quezon,Region IV-A,exact,Panukulan,405631000.0,1.0
718,Patnanungan,Quezon,Region IV-A,exact,Patnanungan,405632000.0,1.0
719,Perez,Quezon,Region IV-A,exact,Perez,405633000.0,1.0
720,Pitogo,Quezon,Region IV-A,exact,Pitogo,405634000.0,1.0
721,Plaridel,Quezon,Region IV-A,exact,Plaridel,405635000.0,1.0
722,Polillo,Quezon,Region IV-A,exact,Polillo,405636000.0,1.0
723,Quezon,Quezon,Region IV-A,exact,Quezon,405637000.0,1.0
724,Real,Quezon,Region IV-A,exact,Real,405638000.0,1.0
725,Sampaloc,Quezon,Region IV-A,exact,Sampaloc,405639000.0,1.0
726,San Andres,Quezon,Region IV-A,exact,San Andres,405640000.0,1.0
727,San Antonio,Quezon,Region IV-A,exact,San Antonio,405641000.0,1.0
728,San Francisco,Quezon,Region IV-A,exact,San Francisco,405642000.0,1.0
729,San Narciso,Quezon,Region IV-A,exact,San Narciso,405644000.0,1.0
730,Sariaya,Quezon,Region IV-A,exact,Sariaya,405645000.0,1.0
731,Tagkawayan,Quezon,Region IV-A,exact,Tagkawayan,405646000.0,1.0
732,Tiaong,Quezon,Region IV-A,exact,Tiaong,405648000.0,1.0
733,Unisan,Quezon,Region IV-A,exact,Unisan,405649000.0,1.0
734,Angono,Rizal,Region IV-A,exact,Angono,405801000.0,1.0
735,Baras,Rizal,Region IV-A,exact,Baras,405803000.0,1.0
736,Binangonan,Rizal,Region IV-A,exact,Binangonan,405804000.0,1.0
737,Cainta,Rizal,Region IV-A,exact,Cainta,405805000.0,1.0
738,Cardona,Rizal,Region IV-A,exact,Cardona,405806000.0,1.0
739,Jala-jala,Rizal,Region IV-A,exact,Jala-Jala,405807000.0,1.0
740,Morong,Rizal,Region IV-A,exact,Morong,405809000.0,1.0
741,Pililia,Rizal,Region IV-A,fuzzy_region+province,Pililla,405810000.0,0.8571428571428571
742,Rodriguez,Rizal,Region IV-A,exact,Rodriguez,405808000.0,1.0
743,San Mateo,Rizal,Region IV-A,exact,San Mateo,405811000.0,1.0
744,Tanay,Rizal,Region IV-A,exact,Tanay,405812000.0,1.0
745,Taytay,Rizal,Region IV-A,exact,Taytay,405813000.0,1.0
746,Teresa,Rizal,Region IV-A,exact,Teresa,405814000.0,1.0
747,Boac,Marinduque,MIMAROPA Region,exact,Boac ,1704001000.0,1.0
748,Buenavista,Marinduque,MIMAROPA Region,exact,Buenavista,1704002000.0,1.0
749,Gasan,Marinduque,MIMAROPA Region,exact,Gasan,1704003000.0,1.0
750,Mogpog,Marinduque,MIMAROPA Region,exact,Mogpog,1704004000.0,1.0
751,Santa Cruz,Marinduque,MIMAROPA Region,exact,Santa Cruz,1704005000.0,1.0
752,Torrijos,Marinduque,MIMAROPA Region,exact,Torrijos,1704006000.0,1.0
753,Abra De Ilog,Occidental Mindoro,MIMAROPA Region,exact,Abra De Ilog,1705101000.0,1.0
754,Calintaan,Occidental Mindoro,MIMAROPA Region,exact,Calintaan,1705102000.0,1.0
755,Looc,Occidental Mindoro,MIMAROPA Region,exact,Looc,1705103000.0,1.0
756,Lubang,Occidental Mindoro,MIMAROPA Region,exact,Lubang,1705104000.0,1.0
757,Magsaysay,Occidental Mindoro,MIMAROPA Region,exact,Magsaysay,1705105000.0,1.0
758,Mamburao,Occidental Mindoro,MIMAROPA Region,exact,Mamburao ,1705106000.0,1.0
759,Paluan,Occidental Mindoro,MIMAROPA Region,exact,Paluan,1705107000.0,1.0
760,Rizal,Occidental Mindoro,MIMAROPA Region,exact,Rizal,1705108000.0,1.0
761,Sablayan,Occidental Mindoro,MIMAROPA Region,exact,Sablayan,1705109000.0,1.0
762,San Jose,Occidental Mindoro,MIMAROPA Region,exact,San Jose,1705110000.0,1.0
763,Santa Cruz,Occidental Mindoro,MIMAROPA Region,exact,Santa Cruz,1705111000.0,1.0
764,Baco,Oriental Mindoro,MIMAROPA Region,exact,Baco,1705201000.0,1.0
765,Bansud,Oriental Mindoro,MIMAROPA Region,exact,Bansud,1705202000.0,1.0
766,Bongabong,Oriental Mindoro,MIMAROPA Region,exact,Bongabong,1705203000.0,1.0
767,Bulalacao,Oriental Mindoro,MIMAROPA Region,exact,Bulalacao,1705204000.0,1.0
768,Gloria,Oriental Mindoro,MIMAROPA Region,exact,Gloria,1705206000.0,1.0
769,Mansalay,Oriental Mindoro,MIMAROPA Region,exact,Mansalay,1705207000.0,1.0
770,Naujan,Oriental Mindoro,MIMAROPA Region,exact,Naujan,1705208000.0,1.0
771,Pinamalayan,Oriental Mindoro,MIMAROPA Region,exact,Pinamalayan,1705209000.0,1.0
772,Pola,Oriental Mindoro,MIMAROPA Region,exact,Pola,1705210000.0,1.0
773,Puerto Galera,Oriental Mindoro,MIMAROPA Region,exact,Puerto Galera,1705211000.0,1.0
774,Roxas,Oriental Mindoro,MIMAROPA Region,exact,Roxas,1705212000.0,1.0
775,San Teodoro,Oriental Mindoro,MIMAROPA Region,exact,San Teodoro,1705213000.0,1.0
776,Socorro,Oriental Mindoro,MIMAROPA Region,exact,Socorro,1705214000.0,1.0
777,Victoria,Oriental Mindoro,MIMAROPA Region,exact,Victoria,1705215000.0,1.0
778,Aborlan,Palawan,MIMAROPA Region,exact,Aborlan,1705301000.0,1.0
779,Agutaya,Palawan,MIMAROPA Region,exact,Agutaya,1705302000.0,1.0
780,Araceli,Palawan,MIMAROPA Region,exact,Araceli,1705303000.0,1.0
781,Balabac,Palawan,MIMAROPA Region,exact,Balabac,1705304000.0,1.0
782,Bataraza,Palawan,MIMAROPA Region,exact,Bataraza,1705305000.0,1.0
783,Brooke's Point,Palawan,MIMAROPA Region,exact,Brooke's Point,1705306000.0,1.0
784,Busuanga,Palawan,MIMAROPA Region,exact,Busuanga,1705307000.0,1.0
785,Cagayancillo,Palawan,MIMAROPA Region,exact,Cagayancillo,1705308000.0,1.0
786,Coron,Palawan,MIMAROPA Region,exact,Coron,1705309000.0,1.0
787,Culion,Palawan,MIMAROPA Region,exact,Culion,1705322000.0,1.0
788,Cuyo,Palawan,MIMAROPA Region,exact,Cuyo,1705310000.0,1.0
