School ID,school_name,division,region,median_pctile,iqr_pctile,frac_top_n,mean_rank,rank_sd
132293,Ipil ES,Surigao City,CARAGA,0.44177506167302083,0.08088977349181431,0.0,9956.768,998.6619338775259
111053,Aramaywan I Elementary School,Palawan,Region IV-B,0.44174702848172237,0.11914106301861405,0.0,9699.37,1507.0482557303865
130039,GODOFREDO B. CALABROSO ELEM. SCHOOL,North Cotabato,Region XII,0.4416909620991254,0.06032742767436644,0.0,9932.622,813.8835709829754
108055,Galicia Elementary School,Cavite,Region IV-A,0.4416629289078269,0.09077147342453462,0.0,9965.382,1086.1112742606072
114712,Tigum ES,Aklan,Region VI,0.4415227629513344,0.05051581071989231,0.0,10047.916,663.886756114324
126997,Maranding Elementary School,Lanao del Norte,Region X,0.4414947297600359,0.06785433953801301,0.0,10006.826,877.5243402458988
123725,Cagsumje Elementary School,Samar (Western Samar),Region VIII,0.4414947297600359,0.07072774164610901,0.0,10149.218,952.376750281106
111132,Tagusao ELementary School,Palawan,Region IV-B,0.44107423189055844,0.13015810719892362,0.0,9982.808,1670.0826204520542
128769,LAURETA ELEMENTARY SCHOOL,Tagum City,Region XI,0.44104619869925993,0.022048104956268244,0.0,9990.256,288.82230949841806
107125,Balic-Balic ES,Olongapo City,Region III,0.4410461986992599,0.06413994169096204,0.0,10063.8,831.1010456015562
124255,Cabalawan Elementary School,Tacloban City,Region VIII,0.4409340659340659,0.013175599910293767,0.0,10003.42,187.70634405901149
100877,Bungol ES,La Union,Region I,0.4409340659340659,0.045539919264409034,0.0,9977.656,581.8892967429457
128102,Lanipao ES,Iligan City,Region X,0.44076586678627494,0.038265306122448994,0.0,10038.68,511.50924292724176
109542,San Francisco ES,Rizal,Region IV-A,0.44068176721237945,0.03413041040592063,0.0,10006.868,462.3283536362441
132582,Javier Elementary School,Surigao del Sur,CARAGA,0.4406257008297825,0.16187766315317342,0.0,9797.95,2130.1752349278686
124242,Tagpuro Elementary School,Tacloban City,Region VIII,0.44059766763848396,0.01701614711818794,0.0,10002.844,216.56482554653238
136389,San Carlos Heights Elementary School,Baguio City,CAR,0.44056963444718544,0.07958623009643417,0.0,9920.124,1005.3996879967689
124795,Dumalogdog ES,Zamboanga del Norte,Region IX,0.4404575016819915,0.01729647903117293,0.0,9994.358,239.7294596748593
111601,Banao ES (Bacacay West),Albay,Region V,0.44040143529939446,0.05271641623682444,0.0,9946.056,673.3446464211326
106219,Katutubo Village ES,Pampanga,Region III,0.44037340210809595,0.02263680197353668,0.0,10074.066,390.9902168136691
113468,San Antonio ES (Balud South),Masbate,Region V,0.4403453689167975,0.011914106301861405,0.0,10005.856,186.39525547609844
115183,Padang ES (Antique),Antique,Region VI,0.4403453689167975,0.013778313523211516,0.0,10005.59,188.6846519990431
121089,Kilim Elementary School,Baybay City,Region VIII,0.440317335725499,0.05075409284592963,0.0,9913.274,682.25981775567
129709,Zonta Elementary School,Davao City,Region XI,0.4402893025342005,0.030051581071989297,0.0,10015.064,407.97094982853866
123273,Colab-og ES,Northern Samar,Region VIII,0.4402893025342005,0.06551356806458852,0.0,9952.614,804.8102590076744
117059,Libertad ES (Escalante City),Escalante City,NIR,0.440261269342902,0.056346714509979856,0.0,9913.584,755.217385223619
128130,Digkilaan Central School,Iligan City,Region X,0.4401771697690065,0.09274781341107874,0.0,10197.166,1236.9388450703616
136675,Malanday ES,Marikina City,NCR,0.44012110338640953,0.04305898183449208,0.0,9921.46,588.7523217788614
501034,Linabu IS,Misamis Oriental,Region X,0.440093070195111,0.07326474545862299,0.0,9945.076,896.0084632546726
124236,Mercyville Elementary School,Tacloban City,Region VIII,0.4400650370038125,0.04157322269567171,0.0,9982.0,513.2099492410489
107132,Barretto I ES,Olongapo City,Region III,0.4400650370038125,0.03370991253644312,0.0,9942.814,423.30818962547846
119972,Abuno Elementary School,Lapu-Lapu City,Region VII,0.4400089706212155,0.014058645436196449,0.0,10008.992,203.30355613220345
108439,Duhat ES,Laguna,Region IV-A,0.43998093742991706,0.03442475891455482,0.0,9972.846,495.0959526031292
105075,Kalayaan Elementary School,Bulacan,Region III,0.43992487104732003,0.08861291769455032,0.0,10045.016,1111.5431704364883
101346,Catungi ES,"Pangasinan I, Lingayen",Region I,0.43975667189952905,0.11898688046647232,0.0,10132.488,1438.408190277016
114585,Bantayan ES (Tabaco City),Tabaco City,Region V,0.439700605516932,0.06841500336398293,0.0,9907.64,847.2462938248831
110252,Labangan ES,Occidental Mindoro,Region IV-B,0.43964453913433504,0.049492599237497215,0.0,9996.92,611.3008961223597
131651,Consuelo Elementary School,Agusan del Sur,CARAGA,0.43964453913433504,0.07315261269342904,0.0,10037.308,959.8943468611532
131345,Luvimin Elementary School,Kidapawan City,Region XII,0.43958847275173807,0.016147118187934517,0.0,10017.728,210.10196099989167
117548,Don Ricardo Jesena Sr. ES,Cadiz City,NIR,0.4395043731778426,0.03727012783135231,0.0,10062.094,501.94287440305396
115315,Egaña ES,Antique,Region VI,0.4395043731778425,0.13538629737609337,0.0,9912.226,1798.0676903064577
125496,COGON ELEMENTARY SCHOOL,Zamboanga del Sur,Region IX,0.43947633998654406,0.011297376093294453,0.0,10008.084,144.14246058674036
128317,Melale ES,Davao De Oro,Region XI,0.4394202736039471,0.061126373626373576,0.0,9962.778,847.161805510612
109370,Mahabang Parang ES,Rizal,Region IV-A,0.43936420722135006,0.05917806683112803,0.0,10004.74,737.7856873103464
173501,Aslong ES,Camarines Sur,Region V,0.4393081408387531,0.08194101816550803,0.0,10016.656,1014.8907693264334
129721,Leon A. Garcia Sr. ES,Davao City,Region XI,0.4393081408387531,0.07023716079838527,0.0,10151.496,971.561017118328
114454,Sta. Elena ES (Iriga City),Iriga City,Region V,0.4392801076474546,0.05428627494954025,0.0,9956.024,669.5503442042278
118550,Santa Cruz Elementary School,Bohol,Region VII,0.43928010764745457,0.3240216416236824,0.0,9624.622,3576.080911712709
136396,Pinget Elementary School,Baguio City,CAR,0.4392520744561561,0.03764857591388204,0.0,9924.222,553.541323404134
